Commit_Hash,Bug,Filecount,Editcount,MultilineCommentscount,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg,,,,
ca04fc18293af34e0b92cad176804bb967bd19ae,0,2,17,0,21,10.5,15,7.5,,,,
ca0883c88b12ec553f586880da2a7b371edbe2f8,0,6,34,0,26,4.333333333,135,22.5,,,,
ca0e6c09ab81f8941f7657f28682a74d5154bcba,0,2,33,9,4,2,40,20,,,,
ca1282ad7c577398b8a4c47481fa0c94b62893b4,0,2,5,0,9,4.5,13,6.5,,,,
ca1fa01c58b3cc9e374669a92febb467de0f9edd,0,1,9,0,7,7,4,4,,,,
ca29b25a424098f2de3710ca7ec39b13eeff6b56,0,2,150,4,0,0,7,3.5,,,,
ca3f3cc1aa5be2a04120a1a4df2c1e79be927fa5,1,3,89,0,3,1,43,14.33333333,,,,
ca4a048ca1df65c69b3bb57ae54adea1fdf81b53,0,4,90,0,32,8,104,26,,,,
ca5d8fae4d92afd0f015f0e9bd0905f231bf85d3,0,1,41,1,11,11,14,14,,,,
ca6295e5dd238a88b731c3bf3e337007d12b6c1c,0,4,47,1,2,0.5,24,6,,,,
ca668a0b9ec5f6412cd842b89d523ba1a8369782,0,1,23,0,2,2,10,10,,,,
ca6a5f4e30771160a44abab2f7087dad2862dd8e,0,2,217,4,0,0,75,37.5,,,,
ca6d418fa5bb1fc6a92c453d4fb41a95e99ac600,0,1,64,0,2,2,2,2,,,,
ca7143cf2d81d7bdca55838d893dc33dbc953089,0,1,39,0,3,3,30,30,,,,
ca821483afeee9cbddc7d005cbf1af7986c8b882,1,9,213,1,0,0,0,0,,,,
ca84ec7d5550c0978ac80fad7972e77c1c971107,0,2,2,0,2,1,10,5,,,,
ca85d237e236f46881dc2c57a589a33e4605917d,1,7,150,4,13,1.857142857,60,8.571428571,,,,
ca87827db902ebe98126e88d43098e3097d42044,0,7,66,0,0,0,49,7,,,,
ca8ed5eee602831297dcd6b2561f82b11711f470,0,2,0,0,1,0.5,0,0,,,,
ca9428037a33cf970d4d0c229121ee526614885a,0,7,41,1,22,3.142857143,81,11.57142857,,,,
ca989b683a34ba3d64cac5a492ab221490a36c52,0,4,11,0,9,2.25,8,2,,,,
ca989cdddcf9bace7fb8946a229dc258c4cba5c1,0,16,95,5,115,7.1875,280,17.5,,,,
caa01cd81e7dae6c41c1ffb8a69aed6ff70777cf,0,3,74,0,26,8.666666667,19,6.333333333,,,,
caa1b282c701d5e9b9e02ffdb07d432d9b35ed13,0,1,2,0,2,2,2,2,,,,
caa4ccd5d75626b390bb071e10367935f2878880,0,1,2,0,3,3,65,65,,,,
cabb54c5806022e696697e7c1fa6c81b482d2b20,0,1,2,0,0,0,10,10,,,,
cabca4fd3046503bcd917eba0cdd400491ba89cd,0,2,16,1,6,3,31,15.5,,,,
cabdc3b1f64b7f022a1c62a4cebce54a2deba807,0,2,21,5,7,3.5,7,3.5,,,,
cabe27b955918cbfc410ad20cf9244d5ed4439bc,0,2,36,2,6,3,15,7.5,,,,
cac332c39645286a11c009094a86f62d02752183,0,13,999,147,48,3.692307692,199,15.30769231,,,,
cacc8ff92d13482bce6049986fb2035ef05fa973,0,2,6,0,1,0.5,5,2.5,,,,
cad2caf1d56059d4a7d2605e26ddc1c055e43328,0,2,5,0,2,1,27,13.5,,,,
cadd015cbdbe2760f948f366cb66cd5a9a22a2d9,0,7,200,31,60,8.571428571,100,14.28571429,,,,
cae3270a946df31e6861a19bf352840749f7e03d,0,1,5,0,1,1,3,3,,,,
cae7a46df0db8fe2fad06f5c743807cee948af68,0,3,35,0,9,3,47,15.66666667,,,,
caeb4a215fa3a1c0b142e3dfbe5c73c20e537ac3,0,1,9,0,1,1,5,5,,,,
caf25ef8d3bdb49a6f23ee9789342558c53b9172,0,3,13,0,7,2.333333333,15,5,,,,
caf7ecaef75f4d9eba0d85db8917be5a9118792d,1,2,22,0,5,2.5,14,7,,,,
caff15af26b7622b2d6f84765bbc0ba8434a24be,0,2,21,0,9,4.5,5,2.5,,,,
cb03ee55fb5377ef51c0682ad3a687676251b35a,0,2,12,0,0,0,0,0,,,,
cb05f783d0c26063b2ce069c7f2a8fd794f4fa0e,0,13,135,0,44,3.384615385,93,7.153846154,,,,
cb0df591a9508e863ad5d5d71190eca349dc551f,1,13,408,29,130,10,78,6,,,,
cb1c1d406b98e492931ff19e29735aa592a99f15,1,9,340,18,29,3.222222222,100,11.11111111,,,,
cb1d1e4241c6ecb99797a46053c43b2e4b3b52e7,0,1,19,1,1,1,8,8,,,,
cb25bc4530323aaa33d5c42eb01f998d463f2106,0,1,2,0,2,2,6,6,,,,
cb272bbfc9fd837652b65c39fb2505074612df95,0,5,68,4,46,9.2,30,6,,,,
cb2b0a42f8d7182645cd5220e6d9bb1d5707512f,0,1,1665,2,0,0,19,19,,,,
cb33593e3d93903990b568b41e545f75a4dd5e83,0,5,12,0,3,0.6,41,8.2,,,,
cb369dab7184e72f24e70554828a7c4ca754d268,0,1,5,0,4,4,32,32,,,,
cb37d895a6b97e294aa838f85227d29892f4e11e,0,3,43,0,10,3.333333333,7,2.333333333,,,,
cb38773cc70e7977be7dd9fc44815f2c13defa9d,0,1,6,0,2,2,12,12,,,,
cb3f86dd781587eaa9fca6cc4a2f98de93526db7,0,1,2,0,56,56,15,15,,,,
cb457107dcc84b3cd9799054fe2b381808fe9cc8,1,2,14,0,0,0,7,3.5,,,,
cb54b00873e1c72c481d30fc8aef5e8c51d5e964,0,1,4,0,2,2,13,13,,,,
cb5c61f66be54f5437ca78d62c51ed64aacc383e,0,1,5,0,0,0,29,29,,,,
cb64f58b991ff5a958cce9d904c7096cce095393,1,45,507,0,170,3.777777778,332,7.377777778,,,,
cb6667b22d589cdcd3b91b9101ab4ce38a490ca5,0,1,1,0,20,20,14,14,,,,
cb688915028bca58848fc990bd284ca9161e9fdf,0,1,10,0,2,2,3,3,,,,
cb6bf34898771e6171ef5dbf898ec5705c904195,0,1,5,0,1,1,0,0,,,,
cb6faab4d99801e76195802659013a5ccdc6b5b5,1,10,1010,92,32,3.2,54,5.4,,,,
cb70f67a4035842ed2d333cbd4ae7a56309ebcf8,0,10,209,1,112,11.2,167,16.7,,,,
cb74f678f67bafc060499766ad3e2422422f0ded,0,5,79,0,4,0.8,14,2.8,,,,
cb7dae08aee84d49537477d25a5798f515ff2321,0,2,118,26,60,30,7,3.5,,,,
cb85507125108277a7cb277336c3be57bcb9e8d7,0,3,13,0,17,5.666666667,41,13.66666667,,,,
cb904d0d4c121ad2cee85960e2a4338cadba2ba9,0,3,22,0,2,0.666666667,1,0.333333333,,,,
cb948a47058d96b35ddf555d02962088461af6b6,0,5,236,8,3,0.6,62,12.4,,,,
cb99c08e968685c6f59bab2e49f86d56a2ec509d,0,1,10,0,3,3,4,4,,,,
cb9b36c94ba1652cf60e45ae1d96ba7bd41e5710,0,2,12,0,4,2,15,7.5,,,,
cba2d8a637ba02e50816381eba5bcf6f1bfbe472,0,4,22,0,44,11,45,11.25,,,,
cba45833120ef03fb355f0c8399cd62fc80ef2ac,0,1,129,32,32,32,1,1,,,,
cbad7a7444858f9d1be88e82418f846abfde9676,0,2,104,0,2,1,19,9.5,,,,
cbae58cfc8e4cb96b9eb985aab81f3cfe33290ef,0,2,75,0,1,0.5,22,11,,,,
cbaee2879e7941e2f03138c2b9bbea10fc08dd73,0,1,1,0,4,4,38,38,,,,
cbb057169094e9d633162cc5645fa19a82325d49,1,2,14,0,1,0.5,20,10,,,,
cbb2ac5dc20122f67aaf5563eedb39eb4c37fa7a,0,4,379,24,12,3,61,15.25,,,,
cbb3a5366b4f720eee8f17218035efd349348d8d,0,2,16,0,20,10,58,29,,,,
cbbb11ef6e9dff745720ffc45e10ee589af553b6,0,2,4,0,25,12.5,4,2,,,,
cbbb9de51b52793f6d424c58199b22a422d39aed,0,3,45,0,17,5.666666667,66,22,,,,
cbbe09332bd0b52c8903fe171c15b5047fb26b58,1,2,164,0,1,0.5,15,7.5,,,,
cbcd340c67c914e38342471c8a1a0aba984c15ff,0,1,14,0,2,2,4,4,,,,
cbd334d0a8b12bb78ff40a4bdc696a80fa6a393a,0,2,10,0,0,0,11,5.5,,,,
cbd3c7aeb4b44d2fe15bc1ed376243cf0a3752b7,0,3,18,5,9,3,43,14.33333333,,,,
cbd7acfc294c4bf2ae0014bcf04646382bed469d,0,1,13,0,0,0,6,6,,,,
cbe1d5f5e22e5f792128643e4cdd6afb2ff2b5bf,1,38,519,0,122,3.210526316,307,8.078947368,,,,
cbe862603eaa7c08bc926208ba46d5ef927e2658,0,7,354,39,0,0,0,0,,,,
cbe90735e87dc92f273e65eadcb488ddd4deafb9,0,1,4,0,2,2,4,4,,,,
cbe91fda7b416717a23cf7b29adf8201a8c14822,0,2,16,0,14,7,19,9.5,,,,
cbece5405122163a425dbb68fc52ce561416b15a,0,1,10,0,61,61,41,41,,,,
cbeda85fe5284d2ec0ba39976cdf6ffcdfbdd84a,0,1,3,0,67,67,6,6,,,,
cbee2f11d5df1a8723c4b5117b2de9af6c7f4494,0,2,10,0,8,4,14,7,,,,
cbf3bfcf6339fe4d1fe4e279363db4f899e170d3,0,2,57,33,1,0.5,19,9.5,,,,
cbfe35322eb30d45d0b568cade3050e7450d9ad7,0,3,151,0,3,1,23,7.666666667,,,,
cc02f6a5604892fb776158dab06b06f24a25cbfb,0,1,7,0,4,4,32,32,,,,
cc05a8defbb0d36ae6531acd2c5a9677c2f7ce97,0,1,2,0,6,6,8,8,,,,
cc0be157d005c5588fe5db779fc30fefbf22b44d,0,12,299,1,273,22.75,305,25.41666667,,,,
cc18149b63c18794546f6c4959d81b545de148f6,0,2,20,0,6,3,27,13.5,,,,
cc1907eef5a8ba7f6c6a53e5f44752ae88111e6b,0,5,59,8,74,14.8,27,5.4,,,,
cc1f16e4c81694d33a755ea50d2630aad8e7e3a2,0,2,18,6,2,1,10,5,,,,
cc23a713675866c87c2676f25deac37d217d8d7a,1,6,202,1,2,0.333333333,16,2.666666667,,,,
cc2b47aec1087f3c749820c72154751090a74179,0,1,36,0,11,11,5,5,,,,
cc3510cf5acb49d3ae6790d29e359466b018a064,0,15,48,0,0,0,72,4.8,,,,
cc4d766a0476211288d5b67f3647a721159185d3,0,7,79,0,28,4,91,13,,,,
cc4e125491168b7f92edc1153437798e5cf64a78,0,1,8,1,3,3,9,9,,,,
cc535f1d34bd48305a9f4d89ab44e8e86a9094c1,0,2,21,6,5,2.5,3,1.5,,,,
cc5a786e0d1a168db78d9d67115fede0b9ab2521,0,2,12,0,7,3.5,19,9.5,,,,
cc5e3e4841bc40a0ed32962e8a860a9236d1e613,0,7,73,1,81,11.57142857,209,29.85714286,,,,
cc6117441c26128e43f8f3e758f0e50e7f9dc100,0,1,10,0,0,0,7,7,,,,
cc642ff1d3317e00796f0b0508eeb8210ab901bc,0,0,0,63,5,5,10,10,,,,
cc6b5dd89d39876967c7a0fc0d1aae8c8f10e3ab,0,1,36,0,1,1,12,12,,,,
cc742225d4b37b8bf03a3d0a21be78fcbec29199,0,5,72,0,1,0.2,82,16.4,,,,
cc78724a1e92887883149f5e3aee827283636733,0,2,2,0,4,2,21,10.5,,,,
cc7fe54f512a6db1772e8a74fb74ba8646e1af82,0,1,0,0,5,5,14,14,,,,
cc8021df5fd04c0872bd0dece552c0e7e84b6a16,1,3,69,0,5,1.666666667,79,26.33333333,,,,
cc87be923ff83fed349c0da4b285a180d0644db8,0,1,15,0,13,13,19,19,,,,
cc8ec3d40678c3a7d868c4d4e4eabf242ec081db,0,3,36,0,5,1.666666667,52,17.33333333,,,,
cc900ef68fab491905823539901dcdaf3057be4f,0,6,214,27,21,3.5,35,5.833333333,,,,
cc938e25f3babd8aa1299ae75cc5fa2cf24a00a0,1,9,67,5,23,2.555555556,60,6.666666667,,,,
cc9910b50f6153b46546a94549cefa75c28d6aa8,0,1,45,26,36,36,1,1,,,,
cc9cfb42d214ddb787b9c182365a429a5a476190,0,1,4,0,0,0,0,0,,,,
ccaa83c6e5e2b7adcdfd1987cd2c9af38c4a5f0e,0,1,2,0,1,1,7,7,,,,
ccaf97a5544ca0660cb46d9743ffa06470e5c37a,0,4,11,0,42,10.5,12,3,,,,
ccb6334c1704e601f42a1bc024ef7ab11280cf20,0,19,1368,51,68,3.578947368,69,3.631578947,,,,
ccb68ab1cd50f00546794c4bda9acb2580d8b3a4,0,14,62,0,0,0,61,4.357142857,,,,
ccb847e1fba2f08d5e445251eee2623fd168ffd0,1,2,204,0,0,0,14,7,,,,
ccb9e3f00f2df34273b8e7698b663fd719391ae9,0,2,24,0,4,2,29,14.5,,,,
ccbc940211c348940ca9766ef60328302a080f9a,0,3,17,1,10,3.333333333,5,1.666666667,,,,
ccbd1b7601cc34523bfdaa49e83ac57a69323a0f,0,1,15,0,3,3,11,11,,,,
ccc02950b0b995fe159c82a3690bfce3e98153af,0,1,11,0,0,0,6,6,,,,
ccc0bfb3e636a96c4b165b7657db9edeaa096af9,0,3,10,0,0,0,8,2.666666667,,,,
ccc2471f3e8fd4f5fc0572b4f29c579022f984a7,0,2,12,0,0,0,0,0,,,,
ccc2f23404afa5e69d3dbafb9e603b48b12d5cbc,0,1,4,0,2,2,27,27,,,,
ccc32c545e454e071466864d2e434c6329f8c050,0,1,25,4,4,4,7,7,,,,
ccc4cca6e1d220a140dfa647aeff36bcae4f79dc,1,2,9,0,5,2.5,16,8,,,,
cccca7a4531cdad88655c27533f63c590a5ddfa1,0,2,21,0,2,1,30,15,,,,
cccf7b92c189bcadf6898019730d84bfd4fe70b6,0,1,8,0,0,0,8,8,,,,
ccd252d383be74ce33eadb019ac1a7958ae2824d,0,1,5,0,3,3,30,30,,,,
ccdb02105acf32a4a0c81d688749475d8abedf4b,0,1,9,0,6,6,8,8,,,,
cce1c217eb39998c5390d37ba61f2c7f0056b25e,0,2,30,0,6,3,5,2.5,,,,
cce492af28ca75f476b04f3d68acd55396a4e4c9,0,1,0,0,4,4,14,14,,,,
cce692dc528290dda19ef70b9bb6e2dab5018abd,0,1,4,0,8,8,17,17,,,,
cce8270d30a4d8e4a9e6c021056d10e65dc0831c,0,4,74,0,31,7.75,102,25.5,,,,
cceffa33e299c03b449670ce562baccb5b05e39f,0,2,19,0,5,2.5,73,36.5,,,,
ccf064afa08eddeec710854a4afaeb5d865b98d7,0,3,162,29,1,0.333333333,10,3.333333333,,,,
ccf423333a52af9d650b2eba7199dd3a3c78f0a3,0,8,51,0,65,8.125,284,35.5,,,,
ccfc7e96ff6c2e56c5f94a8634c9d4270a5b07ce,0,1,3,0,2,2,16,16,,,,
ccfe47d4b9c2abaa25b3b2a2dc655c32beb0b377,0,1,5,0,0,0,3,3,,,,
cd008483747ff6825131365efc60cd787c36c310,0,2,36,4,4,2,36,18,,,,
cd0371280dd204a10673d5d1b70ba0b9f2757a22,0,2,10,6,3,1.5,95,47.5,,,,
cd0c32e32fc3566a68d5b7b2afcaf120a58d5bf7,0,4,37,2,21,5.25,46,11.5,,,,
cd0c765ced2823c05b16126d6ba6a823bb66fe7d,1,26,928,426,98,3.769230769,186,7.153846154,,,,
cd13681364a054e6c503efd21d359972df3197f1,0,1,22,0,0,0,11,11,,,,
cd17893dbce60028f0d946f9d30c3c2afea0f2e3,0,1,11,34,1,1,8,8,,,,
cd2e7df0b69bbd269cd3c4170e0fee8186a07c95,0,5,24,5,20,4,33,6.6,,,,
cd32d6b000a3df9fde5fa167e3312769696474d8,0,1,4,0,0,0,0,0,,,,
cd33dbee09ca8335bcb5ba6975a8edd16258babe,0,2,68,2,0,0,42,21,,,,
cd382933eb5b6b09f34398cf2c963164bc5b6fc7,0,1,14,0,2,2,0,0,,,,
cd542a7f1f2ea21d3694e70b8e6a6db0efbd3a01,0,2,6,0,5,2.5,9,4.5,,,,
cd549d2c07143aa41e67c2fa33017c6e0921d5b6,0,6,18,0,29,4.833333333,92,15.33333333,,,,
cd5767e70c703e1024c816da1ef962e8e21650ae,0,1,2,2,0,0,6,6,,,,
cd634121727e4bd973c85e3da980607dd900d30e,0,1,1,0,0,0,3,3,,,,
cd6e9ad2c1d107424a1635afcb841f016e97fe67,0,1,6,0,0,0,0,0,,,,
cd75e9e18f19168538d6e6d46c6929ae17b2a693,0,1,2,0,1,1,5,5,,,,
cd8af3f8f1a3762eb1591cd4b312b15d01675b74,0,2,22,0,1,0.5,9,4.5,,,,
cd9385633ffd50ebe8341d0d8a408a0b9fe85483,0,2,5,0,3,1.5,15,7.5,,,,
cd9903fd1083a419109d109ee48feb7f9ba46708,0,1,45,0,1,1,2,2,,,,
cd9d8e45c6b8a747069d0cec2c1ff0360ebe6d73,1,303,326,0,1746,5.762376238,2694,8.891089109,,,,
cd9dffca418f19b12034b83132f91c341dca9a41,0,1,1,0,5,5,0,0,,,,
cd9e5c94f7388489daf38d0e6753af2208b14b79,0,1,24,0,0,0,46,46,,,,
cda106c399a81d4027d3bb99f452fd4064405009,0,2,9,0,2,1,33,16.5,,,,
cda914d74096de21ce8e3bfcde6f047dff522a73,0,1,2,0,44,44,1,1,,,,
cda9b490eb601fe846061720c5c66a46dc74048b,0,3,17,0,22,7.333333333,35,11.66666667,,,,
cdae1c4fec1ddfa7e5939e8e23ff916bf7c78dea,0,7,78,0,19,2.714285714,77,11,,,,
cdb6cd830ada81252a670a49eafe198ad898fd7a,0,2,14,0,2,1,9,4.5,,,,
cdcece14267560eb2641a2cab1f187897ed25ed2,0,1,2,0,4,4,5,5,,,,
cdd3048541384a200c2278b4d1f77574245e6df8,0,1,4,0,12,12,11,11,,,,
cdd998c418edc42a6a828ddef144e8408c206b7c,0,11,87,1,2,0.181818182,78,7.090909091,,,,
cddd0cc4741e62ecf93384e5f55c2a64398dd003,0,1,2,0,0,0,3,3,,,,
cde6d597a77f986547d486663152b1d012677b7d,0,1,14,0,1,1,6,6,,,,
cde9f72198ddb43007ae27ff8c4921b6607ef3fc,0,1,12,0,0,0,4,4,,,,
cdf10381caad217ae9eb99c69a4226e40ba81db4,0,3,25,0,14,4.666666667,92,30.66666667,,,,
cdfb7891492c219c786b5b38ac1b598f0d2edd50,0,2,55,0,31,15.5,18,9,,,,
cdfd5fb27d3d35e52c56d83290fc5d2c07c48865,1,4,12,0,16,4,34,8.5,,,,
cdff8f5cff332de11e44e67c98e84029e0269d30,0,2,5,0,5,2.5,35,17.5,,,,
ce04b13f26169e2d71b7d3122d3a769cb4348bf7,0,7,57,3,15,2.142857143,88,12.57142857,,,,
ce098ccce9d67df8c243fa885640989a4703ac53,0,1,10,0,8,8,5,5,,,,
ce09b8763cea71b7434723623627026cd644c4fe,0,5,56,0,1,0.2,0,0,,,,
ce12d66cf970aec6dbbf0dc84500665c62638cd5,0,39,107,1,276,7.076923077,177,4.538461538,,,,
ce1638c283f894547fee7ccc83c66a54aa502c7e,1,22,1047,40,88,4,139,6.318181818,,,,
ce187b60e74bb98b41a5fc85fd0e7d53901f2c65,0,2,311,0,19,9.5,10,5,,,,
ce23069f4bf346c8cbbf4e6e9328d3ca812718a9,0,1,9,0,3,3,10,10,,,,
ce23d6c1d679355bafede816bca39ea1eb24073c,0,1,17,0,11,11,7,7,,,,
ce274b3532d47baae8f9fc61c69e4d44f8884036,0,5,393,28,52,10.4,46,9.2,,,,
ce27bca5497600ff9ab7195e27ede94e7cffe5d0,1,2,25,0,0,0,0,0,,,,
ce2a22671caed4f9655465b2fb2147e844fa9228,0,2,6,0,17,8.5,3,1.5,,,,
ce2b509c0b50ce882d43737f56245b4145c37064,0,3,15,0,2,0.666666667,19,6.333333333,,,,
ce2ba8fae83dbee8e36eda69d9f4c82ad67838b7,0,55,629,0,0,0,39,0.709090909,,,,
ce2d580106dc04315e71790c98afee062f87351b,0,3,32,0,16,5.333333333,31,10.33333333,,,,
ce2d62f95cd9b62858c9b4ef37b418881ceaef07,0,4,32,10,10,2.5,3,0.75,,,,
ce2da5e52b743a15d87bab8b7546449ceb4e6871,0,11,51,0,40,3.636363636,118,10.72727273,,,,
ce41618c9c24a866ccac19461653eba3b8e6dca4,0,2,27,0,17,8.5,42,21,,,,
ce538eb8bcc732b19589739cf2d4cf7da2e277dc,0,1,0,0,12,12,16,16,,,,
ce5abf2577e218d24b7aa44e0b45a6eea90c17c6,0,2,32,0,6,3,26,13,,,,
ce6e411e48f2d407286ddcf5ab8e966683e16c97,1,1,5,0,21,21,6,6,,,,
ce79e4ce66eac284ce29941744fb09e316b899db,0,1,31,0,0,0,8,8,,,,
ce85c38158057710d88c9416bdba7685d3288582,0,17,36,0,4,0.235294118,124,7.294117647,,,,
ce889d99f61aecd0b4002d44866bbfff8ff6a2c3,0,2,6,0,0,0,16,8,,,,
ce8cf3dcefb0a432381a4461b930a0a56ad22292,0,4,45,0,3,0.75,73,18.25,,,,
ce8e95c7a3fe9d94d6b03ee70c147e5e92aa3b5b,0,1,36,0,20,20,29,29,,,,
ce936ea5f3ae0b4d3b816a7fe42d5f0100b20fca,1,25,450,2,2,0.08,75,3,,,,
ce93dca89aa4d0da55e71376853aafc142669362,0,17,60,0,96,5.647058824,83,4.882352941,,,,
ce9867b3facc90defcc17ce3399d410fbaba95d3,0,7,39,0,0,0,0,0,,,,
ce9913c6551b84d58860dfdf7ea91250d9acf148,0,3,59,1,19,6.333333333,26,8.666666667,,,,
cea201ad17ac8bde73c18e876ef9c01b3e5c7918,0,2,67,9,0,0,7,3.5,,,,
cea5918295db95ec25f256b08e91f4183e73a233,0,1,1,0,7,7,11,11,,,,
cea7fe21cecfcd28ede3ba411b8ab8b36c9a7c15,0,6,145,71,3,0.5,10,1.666666667,,,,
cea8542d6e496360db1b9a3e271e33bf1c6ac294,0,1,2,0,1,1,12,12,,,,
cec532848f569afb4832029bce4969578472a57a,1,43,618,521,74,1.720930233,144,3.348837209,,,,
cec98a7374cdb5f0319194da6c2be28b864973ca,0,1,2,0,1,1,6,6,,,,
cecd7591533e2c046aedba3b8e5d14a5b2fa7fe9,0,4,39,0,109,27.25,37,9.25,,,,
ced1deb310cea2734563a7f20915c759078a3388,0,2,27,0,8,4,15,7.5,,,,
ced45de5984f1d89c238f70337cc0da2a150383f,0,4,53,0,177,44.25,26,6.5,,,,
cee3e5a20794e4a73fb42488b905207f6a1caf74,0,4,53,0,8,2,44,11,,,,
cee8a50906c5c23bea380c4dbab0ef290c3d3026,0,1,7,0,0,0,39,39,,,,
ceee1fdaf2f54666ac72c6aa8076f92b6289327c,0,6,28,0,0,0,18,3,,,,
ceee7b4ac9d027499dfd2568868f1192bfb77879,0,7,72,0,16,2.285714286,121,17.28571429,,,,
cef073049a70b9d6b5bf90678890924e1c3abb7a,0,4,178,54,52,13,9,2.25,,,,
cef34cd69156036c855ec217225edfce65b63d3c,0,1,6,0,3,3,15,15,,,,
cefb87511c4eae22c46f25da7335b4beb4631c4a,0,1,4,0,8,8,5,5,,,,
cefc979a001d82cca6ddfa1fd1abea698be458b7,0,1,0,0,56,56,1,1,,,,
cf066f45307731660da03207486f28da33de7be2,0,1,4,0,3,3,30,30,,,,
cf08e771392efe72d169a75768dce4c34343cc3d,0,3,5,0,129,43,8,2.666666667,,,,
cf11e3579d05ebbaa43ea819d34fd47de369f5e1,0,2,21,0,2,1,9,4.5,,,,
cf1540c4a62f0a31c4a313be3811d1e4b81091f8,0,1,5,7,1,1,2,2,,,,
cf16029b69f50af1bc2e8627af5bc65ffac24992,0,2,7,0,1,0.5,20,10,,,,
cf1aa3c309a6fcb57755da6732226b494f0bf69b,0,4,88,31,1,0.25,6,1.5,,,,
cf1ec9ca6668dc3f4a7cd453d16dc4ced1d97c68,0,1,1,0,2,2,6,6,,,,
cf2905b175064d432106a8555d87fb7da6dc3b01,0,2,9,0,8,4,29,14.5,,,,
cf29fe19f0fc454d010f823929662c5a80f98f86,0,1,23,3,1,1,11,11,,,,
cf2b87347cd801112f89552a78efabb92a63bac6,0,4,149,0,21,5.25,27,6.75,,,,
cf2eed697732fec81523343d9b82b34096d1bedf,0,1,3,0,5,5,11,11,,,,
cf34a6015762a82780f86004a76439e1e21340f8,0,12,312,36,7,0.583333333,10,0.833333333,,,,
cf34ee94310f50d25a93c336a586d84d4bec332c,0,10,81,2,0,0,118,10.72727273,,,,
cf3af07cfd9a2c6ba73b74ad1ef724182fcb339c,0,1,2,0,123,123,0,0,,,,
cf3cc74fcb65de3c59f98db001267e05ae405186,0,3,50,18,2,0.666666667,17,5.666666667,,,,
cf3cf3c8e5137e775eec9939e88aa1df339ba1bf,0,2,21,0,4,2,22,11,,,,
cf4505a7b34858efe51a76434617d47e8f9d4ea9,0,1,2,0,6,6,6,6,,,,
cf472da18aac737ab0616bb5d9b9e104d2714279,0,2,243,27,0,0,11,5.5,,,,
cf51411531af49299be472e41b1c70aaaf6e5c3e,0,1,12,0,0,0,9,9,,,,
cf5645fdee2dfb9fc0e34b0355fa8c1e97758ced,1,10,177,42,20,2,38,3.8,,,,
cf5f055ebb8e7c1ba05e06e71d2a9b13008d21af,0,1,14,0,0,0,3,3,,,,
cf5f098e9622b48d0e851c128f2cf1df123bd873,0,10,62,56,474,31.6,28,1.866666667,,,,
cf681ca4673160cca8c141e0890664efaaff5b89,1,3,225,5,3,1,30,10,,,,
cf6b0fdbfff6dfad8cbe6dc9e345c82623dff4a0,0,2,45,0,4,2,5,2.5,,,,
cf6bf1c88687da5c18487ddfa2434a3943129847,0,7,75,0,4,0.571428571,55,7.857142857,,,,
cf6db825031cba6089ff43d3d0cfe1fd0b59c850,0,6,62,0,14,2.333333333,51,8.5,,,,
cf7013564d3340f4acb5c0d7cc9869c9d870f76e,0,1,52,5,0,0,4,4,,,,
cf728a6e744bb8cdc7c783a62dbcafef763399f2,0,3,72,0,8,2.666666667,38,12.66666667,,,,
cf796b6477ed98f2e4443651b96abc1cde14dbe0,0,2,86,0,17,8.5,42,21,,,,
cf7c0a7c10723495953be9bf99aedbe3838e0787,0,2,7,0,4,2,38,19,,,,
cf7d7967f1dbc2a66aa3a3005ea11a78f7038c3c,0,1,10,0,0,0,5,5,,,,
cf8507e4456b4d0930782aaddca2f01c5dd87f20,0,1,12,1,0,0,3,3,,,,
cf89e78a1b921adee5b1943600315b0637fdefdc,0,2,34,0,4,2,89,44.5,,,,
cf8e23562655a0db54f6d146fd5a3d65cc579ed1,0,4,199,0,2,0.5,20,5,,,,
cf97f6f1aa417af7399dc82e3b0ce0cf6ee16dc7,0,1,1,0,13,13,7,7,,,,
cf99107321c891565ab97f49193b81419abf3d66,0,1,2,0,0,0,3,3,,,,
cfa202f33c270800b46b1809255f077c14624c9e,1,13,474,1,108,8.307692308,34,2.615384615,,,,
cfa4f9497d8903d340f05f8314f40c814e3dde1c,0,1,82,0,0,0,8,8,,,,
cfa774eecee8f1fa800e9028f2c7f52a2ae028f6,0,2,21,0,7,3.5,34,17,,,,
cfa84448e026805fa198b06fe06c9ccc2ebafd2c,0,1,3,0,0,0,18,18,,,,
cfac9c7945f3cd5d39b7f6bd8950427a144b889d,0,1,2,0,2,2,8,8,,,,
cfaec705c866cf99397612d417e70a8d0412bc0d,0,16,231,1,60,3.75,451,28.1875,,,,
cfb6df121774b6e39dc93391369b72e5c88dca25,0,1,17,0,4,4,4,4,,,,
cfb849d4a9edc08395de4bb224aae1115eaa9a55,0,1,8,0,0,0,12,12,,,,
cfc8ffa39c465c21bdf4e03cbdaeb7c72049309c,0,1,0,2,2,1,8,4,,,,
cfcbc7a66fd136fc4cf910c213d43c65b3900691,0,19,559,84,134,7.052631579,199,10.47368421,,,,
cfd0846498c21f250321482316b32d4519ed622c,0,61,1190,0,267,4.37704918,578,9.475409836,,,,
cfd9d055a66b975e9e1bd2e08cd38cfc906d3b15,0,3,14,0,11,3.666666667,24,8,,,,
